,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Year,Month
5173,KC1,NO2,2006-02-05,33.3,ug m-3,R,2006,2
5174,KC1,NO2,2006-03-05,31.6,ug m-3,R,2006,3
5175,KC1,NO2,2006-04-05,58.1,ug m-3,R,2006,4
5176,KC1,NO2,2006-05-05,24.7,ug m-3,R,2006,5
5177,KC1,NO2,2006-06-05,71.1,ug m-3,R,2006,6
5178,KC1,NO2,2006-07-05,31.8,ug m-3,R,2006,7
5179,KC1,NO2,2006-08-05,40.6,ug m-3,R,2006,8
5180,KC1,NO2,2006-09-05,39.9,ug m-3,R,2006,9
5181,KC1,NO2,2006-10-05,49.6,ug m-3,R,2006,10
5182,KC1,NO2,2006-11-05,54.0,ug m-3,R,2006,11
5183,KC1,NO2,2006-12-05,72.6,ug m-3,R,2006,12
5184,KC1,NO2,2006-05-13,35.9,ug m-3,R,2006,5
5185,KC1,NO2,2006-05-14,30.3,ug m-3,R,2006,5
5186,KC1,NO2,2006-05-15,34.9,ug m-3,R,2006,5
5187,KC1,NO2,2006-05-16,28.1,ug m-3,R,2006,5
5188,KC1,NO2,2006-05-17,30.2,ug m-3,R,2006,5
5189,KC1,NO2,2006-05-18,13.8,ug m-3,R,2006,5
5190,KC1,NO2,2006-05-19,14.0,ug m-3,R,2006,5
5191,KC1,NO2,2006-05-20,14.7,ug m-3,R,2006,5
5192,KC1,NO2,2006-05-21,16.5,ug m-3,R,2006,5
5193,KC1,NO2,2006-05-22,17.0,ug m-3,R,2006,5
5194,KC1,NO2,2006-05-23,21.5,ug m-3,R,2006,5
5195,KC1,NO2,2006-05-24,17.6,ug m-3,R,2006,5
5196,KC1,NO2,2006-05-25,29.0,ug m-3,R,2006,5
5197,KC1,NO2,2006-05-26,20.0,ug m-3,R,2006,5
5198,KC1,NO2,2006-05-27,16.6,ug m-3,R,2006,5
5199,KC1,NO2,2006-05-28,11.9,ug m-3,R,2006,5
5200,KC1,NO2,2006-05-29,14.3,ug m-3,R,2006,5
5201,KC1,NO2,2006-05-30,23.8,ug m-3,R,2006,5
5202,KC1,NO2,2006-05-31,31.3,ug m-3,R,2006,5
5203,KC1,NO2,2006-01-06,46.0,ug m-3,R,2006,1
5204,KC1,NO2,2006-02-06,42.3,ug m-3,R,2006,2
5205,KC1,NO2,2006-03-06,34.4,ug m-3,R,2006,3
5206,KC1,NO2,2006-04-06,32.3,ug m-3,R,2006,4
5207,KC1,NO2,2006-05-06,29.1,ug m-3,R,2006,5
5208,KC1,NO2,2006-06-06,27.9,ug m-3,R,2006,6
5209,KC1,NO2,2006-07-06,40.4,ug m-3,R,2006,7
5210,KC1,NO2,2006-08-06,41.5,ug m-3,R,2006,8
5211,KC1,NO2,2006-09-06,68.1,ug m-3,R,2006,9
5212,KC1,NO2,2006-10-06,38.9,ug m-3,R,2006,10
5213,KC1,NO2,2006-11-06,26.7,ug m-3,R,2006,11
5214,KC1,NO2,2006-12-06,30.8,ug m-3,R,2006,12
5215,KC1,NO2,2006-06-13,40.9,ug m-3,R,2006,6
5216,KC1,NO2,2006-06-14,20.6,ug m-3,R,2006,6
5217,KC1,NO2,2006-06-15,20.8,ug m-3,R,2006,6
5218,KC1,NO2,2006-06-16,37.1,ug m-3,R,2006,6
5219,KC1,NO2,2006-06-17,44.1,ug m-3,R,2006,6
5220,KC1,NO2,2006-06-18,17.2,ug m-3,R,2006,6
5221,KC1,NO2,2006-06-19,13.1,ug m-3,R,2006,6
5222,KC1,NO2,2006-06-20,10.6,ug m-3,R,2006,6
5223,KC1,NO2,2006-06-21,9.5,ug m-3,R,2006,6
5224,KC1,NO2,2006-06-22,11.9,ug m-3,R,2006,6
5225,KC1,NO2,2006-06-23,28.1,ug m-3,R,2006,6
5226,KC1,NO2,2006-06-24,24.1,ug m-3,R,2006,6
5227,KC1,NO2,2006-06-25,38.3,ug m-3,R,2006,6
5228,KC1,NO2,2006-06-26,24.8,ug m-3,R,2006,6
5229,KC1,NO2,2006-06-27,35.3,ug m-3,R,2006,6
5230,KC1,NO2,2006-06-28,48.3,ug m-3,R,2006,6
5231,KC1,NO2,2006-06-29,64.4,ug m-3,R,2006,6
5232,KC1,NO2,2006-06-30,62.5,ug m-3,R,2006,6
5233,KC1,NO2,2006-01-07,62.2,ug m-3,R,2006,1
5234,KC1,NO2,2006-02-07,44.4,ug m-3,R,2006,2
5235,KC1,NO2,2006-03-07,39.2,ug m-3,R,2006,3
5236,KC1,NO2,2006-04-07,48.4,ug m-3,R,2006,4
5237,KC1,NO2,2006-05-07,51.6,ug m-3,R,2006,5
5238,KC1,NO2,2006-06-07,22.0,ug m-3,R,2006,6
5239,KC1,NO2,2006-07-07,21.3,ug m-3,R,2006,7
5240,KC1,NO2,2006-08-07,14.5,ug m-3,R,2006,8
5241,KC1,NO2,2006-09-07,9.3,ug m-3,R,2006,9
5242,KC1,NO2,2006-10-07,19.6,ug m-3,R,2006,10
5243,KC1,NO2,2006-11-07,19.9,ug m-3,R,2006,11
5244,KC1,NO2,2006-12-07,32.5,ug m-3,R,2006,12
5245,KC1,NO2,2006-07-13,22.2,ug m-3,R,2006,7
5246,KC1,NO2,2006-07-14,18.0,ug m-3,R,2006,7
5247,KC1,NO2,2006-07-15,23.3,ug m-3,R,2006,7
5248,KC1,NO2,2006-07-16,30.7,ug m-3,R,2006,7
5249,KC1,NO2,2006-07-17,55.7,ug m-3,R,2006,7
5250,KC1,NO2,2006-07-18,53.2,ug m-3,R,2006,7
5251,KC1,NO2,2006-07-19,50.3,ug m-3,R,2006,7
5252,KC1,NO2,2006-07-20,20.2,ug m-3,R,2006,7
5253,KC1,NO2,2006-07-21,28.8,ug m-3,R,2006,7
5254,KC1,NO2,2006-07-22,33.5,ug m-3,R,2006,7
5255,KC1,NO2,2006-07-23,22.0,ug m-3,R,2006,7
5256,KC1,NO2,2006-07-24,45.7,ug m-3,R,2006,7
5257,KC1,NO2,2006-07-25,56.6,ug m-3,R,2006,7
5258,KC1,NO2,2006-07-26,43.5,ug m-3,R,2006,7
5259,KC1,NO2,2006-07-27,46.0,ug m-3,R,2006,7
5260,KC1,NO2,2006-07-28,32.9,ug m-3,R,2006,7
5261,KC1,NO2,2006-07-29,24.2,ug m-3,R,2006,7
5262,KC1,NO2,2006-07-30,12.3,ug m-3,R,2006,7
5263,KC1,NO2,2006-07-31,14.3,ug m-3,R,2006,7
5264,KC1,NO2,2006-01-08,16.6,ug m-3,R,2006,1
5265,KC1,NO2,2006-02-08,16.3,ug m-3,R,2006,2
5266,KC1,NO2,2006-03-08,24.0,ug m-3,R,2006,3
5267,KC1,NO2,2006-04-08,38.2,ug m-3,R,2006,4
5268,KC1,NO2,2006-05-08,52.0,ug m-3,R,2006,5
5269,KC1,NO2,2006-06-08,38.8,ug m-3,R,2006,6
5270,KC1,NO2,2006-07-08,22.5,ug m-3,R,2006,7
5271,KC1,NO2,2006-08-08,25.8,ug m-3,R,2006,8
5272,KC1,NO2,2006-09-08,22.4,ug m-3,R,2006,9
5273,KC1,NO2,2006-10-08,16.3,ug m-3,R,2006,10
5274,KC1,NO2,2006-11-08,20.0,ug m-3,R,2006,11
5275,KC1,NO2,2006-12-08,15.6,ug m-3,R,2006,12
5276,KC1,NO2,2006-08-13,22.6,ug m-3,R,2006,8
5277,KC1,NO2,2006-08-14,38.8,ug m-3,R,2006,8
5278,KC1,NO2,2006-08-15,36.4,ug m-3,R,2006,8
5279,KC1,NO2,2006-08-16,47.5,ug m-3,R,2006,8
5280,KC1,NO2,2006-08-17,43.8,ug m-3,R,2006,8
5281,KC1,NO2,2006-08-18,38.1,ug m-3,R,2006,8
5282,KC1,NO2,2006-08-19,18.7,ug m-3,R,2006,8
5283,KC1,NO2,2006-08-20,19.7,ug m-3,R,2006,8
5284,KC1,NO2,2006-08-21,24.6,ug m-3,R,2006,8
5285,KC1,NO2,2006-08-22,31.5,ug m-3,R,2006,8
5286,KC1,NO2,2006-08-23,26.7,ug m-3,R,2006,8
5287,KC1,NO2,2006-08-24,33.0,ug m-3,R,2006,8
5288,KC1,NO2,2006-08-25,37.0,ug m-3,R,2006,8
5289,KC1,NO2,2006-08-26,27.0,ug m-3,R,2006,8
5290,KC1,NO2,2006-08-27,23.9,ug m-3,R,2006,8
5291,KC1,NO2,2006-08-28,19.9,ug m-3,R,2006,8
5292,KC1,NO2,2006-08-29,26.1,ug m-3,R,2006,8
5293,KC1,NO2,2006-08-30,31.6,ug m-3,R,2006,8
5294,KC1,NO2,2006-08-31,20.3,ug m-3,R,2006,8
5295,KC1,NO2,2006-01-09,26.3,ug m-3,R,2006,1
5296,KC1,NO2,2006-02-09,17.9,ug m-3,R,2006,2
5297,KC1,NO2,2006-03-09,10.8,ug m-3,R,2006,3
5298,KC1,NO2,2006-04-09,24.1,ug m-3,R,2006,4
5299,KC1,NO2,2006-05-09,27.5,ug m-3,R,2006,5
5300,KC1,NO2,2006-06-09,27.6,ug m-3,R,2006,6
5301,KC1,NO2,2006-07-09,21.7,ug m-3,R,2006,7
5302,KC1,NO2,2006-08-09,40.5,ug m-3,R,2006,8
5303,KC1,NO2,2006-09-09,57.1,ug m-3,R,2006,9
5304,KC1,NO2,2006-10-09,51.8,ug m-3,R,2006,10
5305,KC1,NO2,2006-11-09,91.4,ug m-3,R,2006,11
5306,KC1,NO2,2006-12-09,59.7,ug m-3,R,2006,12
5307,KC1,NO2,2006-09-13,49.8,ug m-3,R,2006,9
5308,KC1,NO2,2006-09-14,48.0,ug m-3,R,2006,9
5309,KC1,NO2,2006-09-15,29.2,ug m-3,R,2006,9
5310,KC1,NO2,2006-09-16,24.1,ug m-3,R,2006,9
5311,KC1,NO2,2006-09-17,20.5,ug m-3,R,2006,9
5312,KC1,NO2,2006-09-18,23.3,ug m-3,R,2006,9
5313,KC1,NO2,2006-09-19,25.2,ug m-3,R,2006,9
5314,KC1,NO2,2006-09-20,29.7,ug m-3,R,2006,9
5315,KC1,NO2,2006-09-21,37.2,ug m-3,R,2006,9
5316,KC1,NO2,2006-09-22,41.6,ug m-3,R,2006,9
5317,KC1,NO2,2006-09-23,55.5,ug m-3,R,2006,9
5318,KC1,NO2,2006-09-24,35.3,ug m-3,R,2006,9
5319,KC1,NO2,2006-09-25,61.2,ug m-3,R,2006,9
5320,KC1,NO2,2006-09-26,44.5,ug m-3,R,2006,9
5321,KC1,NO2,2006-09-27,31.8,ug m-3,R,2006,9
5322,KC1,NO2,2006-09-28,29.3,ug m-3,R,2006,9
5323,KC1,NO2,2006-09-29,30.0,ug m-3,R,2006,9
5324,KC1,NO2,2006-09-30,28.9,ug m-3,R,2006,9
5325,KC1,NO2,2006-01-10,14.6,ug m-3,R,2006,1
5326,KC1,NO2,2006-02-10,28.6,ug m-3,R,2006,2
5327,KC1,NO2,2006-03-10,32.8,ug m-3,R,2006,3
5328,KC1,NO2,2006-04-10,40.5,ug m-3,R,2006,4
5329,KC1,NO2,2006-05-10,36.0,ug m-3,R,2006,5
5330,KC1,NO2,2006-06-10,20.1,ug m-3,R,2006,6
5331,KC1,NO2,2006-07-10,24.2,ug m-3,R,2006,7
5332,KC1,NO2,2006-08-10,30.7,ug m-3,R,2006,8
5333,KC1,NO2,2006-09-10,31.0,ug m-3,R,2006,9
5334,KC1,NO2,2006-10-10,39.5,ug m-3,R,2006,10
5335,KC1,NO2,2006-11-10,48.7,ug m-3,R,2006,11
5336,KC1,NO2,2006-12-10,46.0,ug m-3,R,2006,12
5337,KC1,NO2,2006-10-13,64.1,ug m-3,R,2006,10
5338,KC1,NO2,2006-10-14,43.5,ug m-3,R,2006,10
5339,KC1,NO2,2006-10-15,27.2,ug m-3,R,2006,10
5340,KC1,NO2,2006-10-16,61.3,ug m-3,R,2006,10
5341,KC1,NO2,2006-10-17,48.2,ug m-3,R,2006,10
5342,KC1,NO2,2006-10-18,53.8,ug m-3,R,2006,10
5343,KC1,NO2,2006-10-19,28.3,ug m-3,R,2006,10
5344,KC1,NO2,2006-10-20,28.4,ug m-3,R,2006,10
5345,KC1,NO2,2006-10-21,19.7,ug m-3,R,2006,10
5346,KC1,NO2,2006-10-22,19.8,ug m-3,R,2006,10
5347,KC1,NO2,2006-10-23,41.6,ug m-3,R,2006,10
5348,KC1,NO2,2006-10-24,42.2,ug m-3,R,2006,10
5349,KC1,NO2,2006-10-25,53.8,ug m-3,R,2006,10
5350,KC1,NO2,2006-10-26,23.5,ug m-3,R,2006,10
5351,KC1,NO2,2006-10-27,49.4,ug m-3,R,2006,10
5352,KC1,NO2,2006-10-28,27.1,ug m-3,R,2006,10
5353,KC1,NO2,2006-10-29,34.5,ug m-3,R,2006,10
5354,KC1,NO2,2006-10-30,36.0,ug m-3,R,2006,10
5355,KC1,NO2,2006-10-31,19.8,ug m-3,R,2006,10
5356,KC1,NO2,2006-01-11,39.1,ug m-3,R,2006,1
5357,KC1,NO2,2006-02-11,62.8,ug m-3,R,2006,2
5358,KC1,NO2,2006-03-11,87.2,ug m-3,R,2006,3
5359,KC1,NO2,2006-04-11,79.3,ug m-3,R,2006,4
5360,KC1,NO2,2006-05-11,55.8,ug m-3,R,2006,5
5361,KC1,NO2,2006-06-11,81.6,ug m-3,R,2006,6
5362,KC1,NO2,2006-07-11,73.6,ug m-3,R,2006,7
5363,KC1,NO2,2006-08-11,51.7,ug m-3,R,2006,8
5364,KC1,NO2,2006-09-11,68.4,ug m-3,R,2006,9
5365,KC1,NO2,2006-10-11,79.7,ug m-3,R,2006,10
5366,KC1,NO2,2006-11-11,22.2,ug m-3,R,2006,11
5367,KC1,NO2,2006-12-11,27.3,ug m-3,R,2006,12
5368,KC1,NO2,2006-11-13,27.4,ug m-3,R,2006,11
5369,KC1,NO2,2006-11-14,31.6,ug m-3,R,2006,11
5370,KC1,NO2,2006-11-15,27.3,ug m-3,R,2006,11
5371,KC1,NO2,2006-11-16,47.3,ug m-3,R,2006,11
5372,KC1,NO2,2006-11-17,38.6,ug m-3,R,2006,11
5373,KC1,NO2,2006-11-18,45.8,ug m-3,R,2006,11
5374,KC1,NO2,2006-11-19,46.1,ug m-3,R,2006,11
5375,KC1,NO2,2006-11-20,43.3,ug m-3,R,2006,11
5376,KC1,NO2,2006-11-21,44.3,ug m-3,R,2006,11
5377,KC1,NO2,2006-11-22,46.2,ug m-3,R,2006,11
5378,KC1,NO2,2006-11-23,27.3,ug m-3,R,2006,11
5379,KC1,NO2,2006-11-24,37.2,ug m-3,R,2006,11
5380,KC1,NO2,2006-11-25,25.6,ug m-3,R,2006,11
5381,KC1,NO2,2006-11-26,25.5,ug m-3,R,2006,11
5382,KC1,NO2,2006-11-27,24.6,ug m-3,R,2006,11
5383,KC1,NO2,2006-11-28,41.1,ug m-3,R,2006,11
5384,KC1,NO2,2006-11-29,49.2,ug m-3,R,2006,11
5385,KC1,NO2,2006-11-30,34.7,ug m-3,R,2006,11
5386,KC1,NO2,2006-01-12,25.9,ug m-3,R,2006,1
5387,KC1,NO2,2006-02-12,34.2,ug m-3,R,2006,2
5388,KC1,NO2,2006-03-12,11.2,ug m-3,R,2006,3
5389,KC1,NO2,2006-04-12,24.0,ug m-3,R,2006,4
5390,KC1,NO2,2006-05-12,17.0,ug m-3,R,2006,5
5391,KC1,NO2,2006-06-12,29.6,ug m-3,R,2006,6
5392,KC1,NO2,2006-07-12,19.5,ug m-3,R,2006,7
5393,KC1,NO2,2006-08-12,50.8,ug m-3,R,2006,8
5394,KC1,NO2,2006-09-12,50.2,ug m-3,R,2006,9
5395,KC1,NO2,2006-10-12,37.8,ug m-3,R,2006,10
5396,KC1,NO2,2006-11-12,42.7,ug m-3,R,2006,11
5397,KC1,NO2,2006-12-12,34.8,ug m-3,R,2006,12
5398,KC1,NO2,2006-12-13,22.9,ug m-3,R,2006,12
5399,KC1,NO2,2006-12-14,18.7,ug m-3,R,2006,12
5400,KC1,NO2,2006-12-15,25.8,ug m-3,R,2006,12
5401,KC1,NO2,2006-12-16,46.5,ug m-3,R,2006,12
5402,KC1,NO2,2006-12-17,61.5,ug m-3,R,2006,12
5403,KC1,NO2,2006-12-18,88.4,ug m-3,R,2006,12
5404,KC1,NO2,2006-12-19,124.4,ug m-3,R,2006,12
5405,KC1,NO2,2006-12-20,102.7,ug m-3,R,2006,12
5406,KC1,NO2,2006-12-21,81.9,ug m-3,R,2006,12
5407,KC1,NO2,2006-12-22,82.1,ug m-3,R,2006,12
5408,KC1,NO2,2006-12-23,48.8,ug m-3,R,2006,12
5409,KC1,NO2,2006-12-24,29.1,ug m-3,R,2006,12
5410,KC1,NO2,2006-12-25,26.4,ug m-3,R,2006,12
5411,KC1,NO2,2006-12-26,45.0,ug m-3,R,2006,12
5412,KC1,NO2,2006-12-27,36.8,ug m-3,R,2006,12
5413,KC1,NO2,2006-12-28,34.6,ug m-3,R,2006,12
5414,KC1,NO2,2006-12-29,21.3,ug m-3,R,2006,12
5415,KC1,NO2,2006-12-30,12.9,ug m-3,R,2006,12
5416,KC1,NO2,2006-12-31,13.5,ug m-3,R,2006,12
5417,KC1,NO2,2007-01-01,15.7,ug m-3,R,2007,1
5418,KC1,NO2,2007-02-01,28.7,ug m-3,R,2007,2
5419,KC1,NO2,2007-03-01,26.4,ug m-3,R,2007,3
5420,KC1,NO2,2007-04-01,30.0,ug m-3,R,2007,4
5421,KC1,NO2,2007-05-01,35.7,ug m-3,R,2007,5
5422,KC1,NO2,2007-06-01,50.6,ug m-3,R,2007,6
5423,KC1,NO2,2007-07-01,13.7,ug m-3,R,2007,7
5424,KC1,NO2,2007-08-01,26.5,ug m-3,R,2007,8
5425,KC1,NO2,2007-09-01,11.6,ug m-3,R,2007,9
5426,KC1,NO2,2007-10-01,24.1,ug m-3,R,2007,10
5427,KC1,NO2,2007-11-01,16.3,ug m-3,R,2007,11
5428,KC1,NO2,2007-12-01,21.4,ug m-3,R,2007,12
5429,KC1,NO2,2007-01-13,13.9,ug m-3,R,2007,1
5430,KC1,NO2,2007-01-14,32.8,ug m-3,R,2007,1
5431,KC1,NO2,2007-01-15,31.3,ug m-3,R,2007,1
5432,KC1,NO2,2007-01-16,25.6,ug m-3,R,2007,1
5433,KC1,NO2,2007-01-17,26.2,ug m-3,R,2007,1
5434,KC1,NO2,2007-01-18,12.6,ug m-3,R,2007,1
5435,KC1,NO2,2007-01-19,22.9,ug m-3,R,2007,1
5436,KC1,NO2,2007-01-20,13.4,ug m-3,R,2007,1
5437,KC1,NO2,2007-01-21,17.1,ug m-3,R,2007,1
5438,KC1,NO2,2007-01-22,33.4,ug m-3,R,2007,1
5439,KC1,NO2,2007-01-23,39.7,ug m-3,R,2007,1
5440,KC1,NO2,2007-01-24,52.6,ug m-3,R,2007,1
5441,KC1,NO2,2007-01-25,57.7,ug m-3,R,2007,1
5442,KC1,NO2,2007-01-26,64.1,ug m-3,R,2007,1
5443,KC1,NO2,2007-01-27,46.2,ug m-3,R,2007,1
5444,KC1,NO2,2007-01-28,24.3,ug m-3,R,2007,1
5445,KC1,NO2,2007-01-29,52.3,ug m-3,R,2007,1
5446,KC1,NO2,2007-01-30,57.2,ug m-3,R,2007,1
5447,KC1,NO2,2007-01-31,58.6,ug m-3,R,2007,1
5448,KC1,NO2,2007-01-02,70.2,ug m-3,R,2007,1
5449,KC1,NO2,2007-02-02,50.9,ug m-3,R,2007,2
5450,KC1,NO2,2007-03-02,75.3,ug m-3,R,2007,3
5451,KC1,NO2,2007-04-02,66.4,ug m-3,R,2007,4
5452,KC1,NO2,2007-05-02,57.4,ug m-3,R,2007,5
5453,KC1,NO2,2007-06-02,72.7,ug m-3,R,2007,6
5454,KC1,NO2,2007-07-02,99.7,ug m-3,R,2007,7
5455,KC1,NO2,2007-08-02,60.9,ug m-3,R,2007,8
5456,KC1,NO2,2007-09-02,60.2,ug m-3,R,2007,9
5457,KC1,NO2,2007-10-02,50.2,ug m-3,R,2007,10
5458,KC1,NO2,2007-11-02,20.6,ug m-3,R,2007,11
5459,KC1,NO2,2007-12-02,26.3,ug m-3,R,2007,12
5460,KC1,NO2,2007-02-13,34.1,ug m-3,R,2007,2
5461,KC1,NO2,2007-02-14,52.8,ug m-3,R,2007,2
5462,KC1,NO2,2007-02-15,46.3,ug m-3,R,2007,2
5463,KC1,NO2,2007-02-16,63.4,ug m-3,R,2007,2
5464,KC1,NO2,2007-02-17,57.7,ug m-3,R,2007,2
5465,KC1,NO2,2007-02-18,41.9,ug m-3,R,2007,2
5466,KC1,NO2,2007-02-19,42.6,ug m-3,R,2007,2
5467,KC1,NO2,2007-02-20,43.0,ug m-3,R,2007,2
5468,KC1,NO2,2007-02-21,39.0,ug m-3,R,2007,2
5469,KC1,NO2,2007-02-22,36.9,ug m-3,R,2007,2
5470,KC1,NO2,2007-02-23,34.8,ug m-3,R,2007,2
5471,KC1,NO2,2007-02-24,31.2,ug m-3,R,2007,2
5472,KC1,NO2,2007-02-25,24.2,ug m-3,R,2007,2
5473,KC1,NO2,2007-02-26,41.0,ug m-3,R,2007,2
5474,KC1,NO2,2007-02-27,47.5,ug m-3,R,2007,2
5475,KC1,NO2,2007-02-28,21.1,ug m-3,R,2007,2
5476,KC1,NO2,2007-01-03,27.1,ug m-3,R,2007,1
5477,KC1,NO2,2007-02-03,43.4,ug m-3,R,2007,2
5478,KC1,NO2,2007-03-03,36.2,ug m-3,R,2007,3
5479,KC1,NO2,2007-04-03,39.1,ug m-3,R,2007,4
5480,KC1,NO2,2007-05-03,17.8,ug m-3,R,2007,5
5481,KC1,NO2,2007-06-03,30.5,ug m-3,R,2007,6
5482,KC1,NO2,2007-07-03,46.8,ug m-3,R,2007,7
5483,KC1,NO2,2007-08-03,51.7,ug m-3,R,2007,8
5484,KC1,NO2,2007-09-03,32.0,ug m-3,R,2007,9
5485,KC1,NO2,2007-10-03,37.1,ug m-3,R,2007,10
5486,KC1,NO2,2007-11-03,30.1,ug m-3,R,2007,11
5487,KC1,NO2,2007-12-03,52.3,ug m-3,R,2007,12
5488,KC1,NO2,2007-03-13,59.5,ug m-3,R,2007,3
5489,KC1,NO2,2007-03-14,74.1,ug m-3,R,2007,3
5490,KC1,NO2,2007-03-15,47.4,ug m-3,R,2007,3
5491,KC1,NO2,2007-03-16,27.8,ug m-3,R,2007,3
5492,KC1,NO2,2007-03-17,15.5,ug m-3,R,2007,3
5493,KC1,NO2,2007-03-18,6.6,ug m-3,R,2007,3
5494,KC1,NO2,2007-03-19,22.8,ug m-3,R,2007,3
5495,KC1,NO2,2007-03-20,21.3,ug m-3,R,2007,3
5496,KC1,NO2,2007-03-21,36.5,ug m-3,R,2007,3
5497,KC1,NO2,2007-03-22,64.3,ug m-3,R,2007,3
5498,KC1,NO2,2007-03-23,28.9,ug m-3,R,2007,3
5499,KC1,NO2,2007-03-24,19.6,ug m-3,R,2007,3
5500,KC1,NO2,2007-03-25,28.1,ug m-3,R,2007,3
5501,KC1,NO2,2007-03-26,53.4,ug m-3,R,2007,3
5502,KC1,NO2,2007-03-27,78.1,ug m-3,R,2007,3
5503,KC1,NO2,2007-03-28,77.1,ug m-3,R,2007,3
5504,KC1,NO2,2007-03-29,41.6,ug m-3,R,2007,3
5505,KC1,NO2,2007-03-30,43.8,ug m-3,R,2007,3
5506,KC1,NO2,2007-03-31,22.0,ug m-3,R,2007,3
5507,KC1,NO2,2007-01-04,20.6,ug m-3,R,2007,1
5508,KC1,NO2,2007-02-04,32.4,ug m-3,R,2007,2
5509,KC1,NO2,2007-03-04,23.5,ug m-3,R,2007,3
5510,KC1,NO2,2007-04-04,38.3,ug m-3,R,2007,4
5511,KC1,NO2,2007-05-04,75.7,ug m-3,R,2007,5
5512,KC1,NO2,2007-06-04,47.7,ug m-3,R,2007,6
5513,KC1,NO2,2007-07-04,54.7,ug m-3,R,2007,7
5514,KC1,NO2,2007-08-04,48.1,ug m-3,R,2007,8
5515,KC1,NO2,2007-09-04,34.3,ug m-3,R,2007,9
5516,KC1,NO2,2007-10-04,36.7,ug m-3,R,2007,10
5517,KC1,NO2,2007-11-04,75.6,ug m-3,R,2007,11
5518,KC1,NO2,2007-12-04,55.4,ug m-3,R,2007,12
5519,KC1,NO2,2007-04-13,45.8,ug m-3,R,2007,4
5520,KC1,NO2,2007-04-14,41.1,ug m-3,R,2007,4
5521,KC1,NO2,2007-04-15,46.0,ug m-3,R,2007,4
5522,KC1,NO2,2007-04-16,48.2,ug m-3,R,2007,4
5523,KC1,NO2,2007-04-17,38.6,ug m-3,R,2007,4
5524,KC1,NO2,2007-04-18,46.9,ug m-3,R,2007,4
5525,KC1,NO2,2007-04-19,52.5,ug m-3,R,2007,4
5526,KC1,NO2,2007-04-20,55.5,ug m-3,R,2007,4
5527,KC1,NO2,2007-04-21,37.5,ug m-3,R,2007,4
5528,KC1,NO2,2007-04-22,42.8,ug m-3,R,2007,4
5529,KC1,NO2,2007-04-23,35.6,ug m-3,R,2007,4
5530,KC1,NO2,2007-04-24,33.6,ug m-3,R,2007,4
5531,KC1,NO2,2007-04-25,35.4,ug m-3,R,2007,4
5532,KC1,NO2,2007-04-26,30.5,ug m-3,R,2007,4
5533,KC1,NO2,2007-04-27,28.8,ug m-3,R,2007,4
5534,KC1,NO2,2007-04-28,24.0,ug m-3,R,2007,4
5535,KC1,NO2,2007-04-29,26.2,ug m-3,R,2007,4
5536,KC1,NO2,2007-04-30,33.8,ug m-3,R,2007,4
5537,KC1,NO2,2007-01-05,37.3,ug m-3,R,2007,1
5538,KC1,NO2,2007-02-05,29.3,ug m-3,R,2007,2
5539,KC1,NO2,2007-03-05,24.5,ug m-3,R,2007,3
5540,KC1,NO2,2007-04-05,21.7,ug m-3,R,2007,4
5541,KC1,NO2,2007-05-05,32.7,ug m-3,R,2007,5
5542,KC1,NO2,2007-06-05,23.2,ug m-3,R,2007,6
5543,KC1,NO2,2007-07-05,14.4,ug m-3,R,2007,7
5544,KC1,NO2,2007-08-05,21.6,ug m-3,R,2007,8
5545,KC1,NO2,2007-09-05,29.3,ug m-3,R,2007,9
5546,KC1,NO2,2007-10-05,27.0,ug m-3,R,2007,10
5547,KC1,NO2,2007-11-05,28.2,ug m-3,R,2007,11
5548,KC1,NO2,2007-12-05,23.1,ug m-3,R,2007,12
5549,KC1,NO2,2007-05-13,37.7,ug m-3,R,2007,5
5550,KC1,NO2,2007-05-14,49.8,ug m-3,R,2007,5
5551,KC1,NO2,2007-05-15,46.5,ug m-3,R,2007,5
5552,KC1,NO2,2007-05-16,42.1,ug m-3,R,2007,5
5553,KC1,NO2,2007-05-17,38.7,ug m-3,R,2007,5
5554,KC1,NO2,2007-05-18,26.6,ug m-3,R,2007,5
5555,KC1,NO2,2007-05-19,21.6,ug m-3,R,2007,5
5556,KC1,NO2,2007-05-20,45.8,ug m-3,R,2007,5
5557,KC1,NO2,2007-05-21,46.7,ug m-3,R,2007,5
5558,KC1,NO2,2007-05-22,42.5,ug m-3,R,2007,5
5559,KC1,NO2,2007-05-23,49.8,ug m-3,R,2007,5
5560,KC1,NO2,2007-05-24,50.9,ug m-3,R,2007,5
5561,KC1,NO2,2007-05-25,35.3,ug m-3,R,2007,5
5562,KC1,NO2,2007-05-26,35.4,ug m-3,R,2007,5
5563,KC1,NO2,2007-05-27,35.9,ug m-3,R,2007,5
5564,KC1,NO2,2007-05-28,20.6,ug m-3,R,2007,5
5565,KC1,NO2,2007-05-29,38.3,ug m-3,R,2007,5
5566,KC1,NO2,2007-05-30,42.2,ug m-3,R,2007,5
5567,KC1,NO2,2007-05-31,38.3,ug m-3,R,2007,5
5568,KC1,NO2,2007-01-06,59.3,ug m-3,R,2007,1
5569,KC1,NO2,2007-02-06,65.1,ug m-3,R,2007,2
5570,KC1,NO2,2007-03-06,71.3,ug m-3,R,2007,3
