,Site,Species,ReadingDateTime,Value,Units,Year,Month
5488,KC1,NO2,2007-03-13,59.5,ug m-3,2007,3
5489,KC1,NO2,2007-03-14,74.1,ug m-3,2007,3
5490,KC1,NO2,2007-03-15,47.4,ug m-3,2007,3
5491,KC1,NO2,2007-03-16,27.8,ug m-3,2007,3
5492,KC1,NO2,2007-03-17,15.5,ug m-3,2007,3
5493,KC1,NO2,2007-03-18,6.6,ug m-3,2007,3
5494,KC1,NO2,2007-03-19,22.8,ug m-3,2007,3
5495,KC1,NO2,2007-03-20,21.3,ug m-3,2007,3
5496,KC1,NO2,2007-03-21,36.5,ug m-3,2007,3
5497,KC1,NO2,2007-03-22,64.3,ug m-3,2007,3
5498,KC1,NO2,2007-03-23,28.9,ug m-3,2007,3
5499,KC1,NO2,2007-03-24,19.6,ug m-3,2007,3
5500,KC1,NO2,2007-03-25,28.1,ug m-3,2007,3
5501,KC1,NO2,2007-03-26,53.4,ug m-3,2007,3
5502,KC1,NO2,2007-03-27,78.1,ug m-3,2007,3
5503,KC1,NO2,2007-03-28,77.1,ug m-3,2007,3
5504,KC1,NO2,2007-03-29,41.6,ug m-3,2007,3
5505,KC1,NO2,2007-03-30,43.8,ug m-3,2007,3
5506,KC1,NO2,2007-03-31,22.0,ug m-3,2007,3
5507,KC1,NO2,2007-01-04,20.6,ug m-3,2007,1
5508,KC1,NO2,2007-02-04,32.4,ug m-3,2007,2
5509,KC1,NO2,2007-03-04,23.5,ug m-3,2007,3
5510,KC1,NO2,2007-04-04,38.3,ug m-3,2007,4
5511,KC1,NO2,2007-05-04,75.7,ug m-3,2007,5
5512,KC1,NO2,2007-06-04,47.7,ug m-3,2007,6
5513,KC1,NO2,2007-07-04,54.7,ug m-3,2007,7
5514,KC1,NO2,2007-08-04,48.1,ug m-3,2007,8
5515,KC1,NO2,2007-09-04,34.3,ug m-3,2007,9
5516,KC1,NO2,2007-10-04,36.7,ug m-3,2007,10
5517,KC1,NO2,2007-11-04,75.6,ug m-3,2007,11
5518,KC1,NO2,2007-12-04,55.4,ug m-3,2007,12
5519,KC1,NO2,2007-04-13,45.8,ug m-3,2007,4
5520,KC1,NO2,2007-04-14,41.1,ug m-3,2007,4
5521,KC1,NO2,2007-04-15,46.0,ug m-3,2007,4
5522,KC1,NO2,2007-04-16,48.2,ug m-3,2007,4
5523,KC1,NO2,2007-04-17,38.6,ug m-3,2007,4
5524,KC1,NO2,2007-04-18,46.9,ug m-3,2007,4
5525,KC1,NO2,2007-04-19,52.5,ug m-3,2007,4
5526,KC1,NO2,2007-04-20,55.5,ug m-3,2007,4
5527,KC1,NO2,2007-04-21,37.5,ug m-3,2007,4
5528,KC1,NO2,2007-04-22,42.8,ug m-3,2007,4
5529,KC1,NO2,2007-04-23,35.6,ug m-3,2007,4
5530,KC1,NO2,2007-04-24,33.6,ug m-3,2007,4
5531,KC1,NO2,2007-04-25,35.4,ug m-3,2007,4
5532,KC1,NO2,2007-04-26,30.5,ug m-3,2007,4
5533,KC1,NO2,2007-04-27,28.8,ug m-3,2007,4
5534,KC1,NO2,2007-04-28,24.0,ug m-3,2007,4
5535,KC1,NO2,2007-04-29,26.2,ug m-3,2007,4
5536,KC1,NO2,2007-04-30,33.8,ug m-3,2007,4
5537,KC1,NO2,2007-01-05,37.3,ug m-3,2007,1
5538,KC1,NO2,2007-02-05,29.3,ug m-3,2007,2
5539,KC1,NO2,2007-03-05,24.5,ug m-3,2007,3
5540,KC1,NO2,2007-04-05,21.7,ug m-3,2007,4
5541,KC1,NO2,2007-05-05,32.7,ug m-3,2007,5
5542,KC1,NO2,2007-06-05,23.2,ug m-3,2007,6
5543,KC1,NO2,2007-07-05,14.4,ug m-3,2007,7
5544,KC1,NO2,2007-08-05,21.6,ug m-3,2007,8
5545,KC1,NO2,2007-09-05,29.3,ug m-3,2007,9
5546,KC1,NO2,2007-10-05,27.0,ug m-3,2007,10
5547,KC1,NO2,2007-11-05,28.2,ug m-3,2007,11
5548,KC1,NO2,2007-12-05,23.1,ug m-3,2007,12
5549,KC1,NO2,2007-05-13,37.7,ug m-3,2007,5
5550,KC1,NO2,2007-05-14,49.8,ug m-3,2007,5
5551,KC1,NO2,2007-05-15,46.5,ug m-3,2007,5
5552,KC1,NO2,2007-05-16,42.1,ug m-3,2007,5
5553,KC1,NO2,2007-05-17,38.7,ug m-3,2007,5
5554,KC1,NO2,2007-05-18,26.6,ug m-3,2007,5
5555,KC1,NO2,2007-05-19,21.6,ug m-3,2007,5
5556,KC1,NO2,2007-05-20,45.8,ug m-3,2007,5
5557,KC1,NO2,2007-05-21,46.7,ug m-3,2007,5
5558,KC1,NO2,2007-05-22,42.5,ug m-3,2007,5
5559,KC1,NO2,2007-05-23,49.8,ug m-3,2007,5
5560,KC1,NO2,2007-05-24,50.9,ug m-3,2007,5
5561,KC1,NO2,2007-05-25,35.3,ug m-3,2007,5
5562,KC1,NO2,2007-05-26,35.4,ug m-3,2007,5
5563,KC1,NO2,2007-05-27,35.9,ug m-3,2007,5
5564,KC1,NO2,2007-05-28,20.6,ug m-3,2007,5
5565,KC1,NO2,2007-05-29,38.3,ug m-3,2007,5
5566,KC1,NO2,2007-05-30,42.2,ug m-3,2007,5
5567,KC1,NO2,2007-05-31,38.3,ug m-3,2007,5
5568,KC1,NO2,2007-01-06,59.3,ug m-3,2007,1
5569,KC1,NO2,2007-02-06,65.1,ug m-3,2007,2
5570,KC1,NO2,2007-03-06,71.3,ug m-3,2007,3
5571,KC1,NO2,2007-04-06,33.9,ug m-3,2007,4
5572,KC1,NO2,2007-05-06,21.0,ug m-3,2007,5
5573,KC1,NO2,2007-06-06,19.2,ug m-3,2007,6
5574,KC1,NO2,2007-07-06,24.4,ug m-3,2007,7
5575,KC1,NO2,2007-08-06,38.2,ug m-3,2007,8
5576,KC1,NO2,2007-09-06,58.9,ug m-3,2007,9
5577,KC1,NO2,2007-10-06,48.7,ug m-3,2007,10
5578,KC1,NO2,2007-11-06,49.5,ug m-3,2007,11
5579,KC1,NO2,2007-12-06,34.5,ug m-3,2007,12
5580,KC1,NO2,2007-06-13,33.1,ug m-3,2007,6
5581,KC1,NO2,2007-06-14,45.7,ug m-3,2007,6
5582,KC1,NO2,2007-06-15,25.9,ug m-3,2007,6
5583,KC1,NO2,2007-06-16,19.9,ug m-3,2007,6
5584,KC1,NO2,2007-06-17,20.4,ug m-3,2007,6
5585,KC1,NO2,2007-06-18,28.8,ug m-3,2007,6
5586,KC1,NO2,2007-06-19,61.3,ug m-3,2007,6
5587,KC1,NO2,2007-06-20,21.9,ug m-3,2007,6
5588,KC1,NO2,2007-06-21,24.7,ug m-3,2007,6
5589,KC1,NO2,2007-06-22,34.7,ug m-3,2007,6
5590,KC1,NO2,2007-06-23,32.5,ug m-3,2007,6
5591,KC1,NO2,2007-06-24,30.6,ug m-3,2007,6
5592,KC1,NO2,2007-06-25,27.0,ug m-3,2007,6
5593,KC1,NO2,2007-06-26,23.9,ug m-3,2007,6
5594,KC1,NO2,2007-06-27,37.6,ug m-3,2007,6
5595,KC1,NO2,2007-06-28,27.5,ug m-3,2007,6
5596,KC1,NO2,2007-06-29,22.7,ug m-3,2007,6
5597,KC1,NO2,2007-06-30,27.6,ug m-3,2007,6
5598,KC1,NO2,2007-01-07,14.3,ug m-3,2007,1
5599,KC1,NO2,2007-02-07,22.0,ug m-3,2007,2
5600,KC1,NO2,2007-03-07,28.9,ug m-3,2007,3
5601,KC1,NO2,2007-04-07,20.7,ug m-3,2007,4
5602,KC1,NO2,2007-05-07,19.7,ug m-3,2007,5
5603,KC1,NO2,2007-06-07,15.6,ug m-3,2007,6
5604,KC1,NO2,2007-07-07,22.2,ug m-3,2007,7
5605,KC1,NO2,2007-08-07,28.9,ug m-3,2007,8
5606,KC1,NO2,2007-09-07,29.8,ug m-3,2007,9
5607,KC1,NO2,2007-10-07,30.5,ug m-3,2007,10
5608,KC1,NO2,2007-11-07,32.8,ug m-3,2007,11
5609,KC1,NO2,2007-12-07,32.0,ug m-3,2007,12
5610,KC1,NO2,2007-07-13,26.0,ug m-3,2007,7
5611,KC1,NO2,2007-07-14,17.8,ug m-3,2007,7
5612,KC1,NO2,2007-07-15,52.4,ug m-3,2007,7
5613,KC1,NO2,2007-07-16,25.4,ug m-3,2007,7
5614,KC1,NO2,2007-07-17,18.4,ug m-3,2007,7
5615,KC1,NO2,2007-07-18,30.6,ug m-3,2007,7
5616,KC1,NO2,2007-07-19,69.2,ug m-3,2007,7
5617,KC1,NO2,2007-07-20,30.8,ug m-3,2007,7
5618,KC1,NO2,2007-07-21,20.7,ug m-3,2007,7
5619,KC1,NO2,2007-07-22,19.3,ug m-3,2007,7
5620,KC1,NO2,2007-07-23,42.3,ug m-3,2007,7
5621,KC1,NO2,2007-07-24,21.4,ug m-3,2007,7
5622,KC1,NO2,2007-07-25,21.4,ug m-3,2007,7
5623,KC1,NO2,2007-07-26,19.5,ug m-3,2007,7
5624,KC1,NO2,2007-07-27,18.9,ug m-3,2007,7
5625,KC1,NO2,2007-07-28,21.0,ug m-3,2007,7
5626,KC1,NO2,2007-07-29,14.1,ug m-3,2007,7
5627,KC1,NO2,2007-07-30,28.6,ug m-3,2007,7
5628,KC1,NO2,2007-07-31,37.1,ug m-3,2007,7
5629,KC1,NO2,2007-01-08,47.0,ug m-3,2007,1
5630,KC1,NO2,2007-02-08,44.8,ug m-3,2007,2
5631,KC1,NO2,2007-03-08,33.7,ug m-3,2007,3
5632,KC1,NO2,2007-04-08,19.5,ug m-3,2007,4
5633,KC1,NO2,2007-05-08,33.2,ug m-3,2007,5
5634,KC1,NO2,2007-06-08,26.5,ug m-3,2007,6
5635,KC1,NO2,2007-07-08,31.5,ug m-3,2007,7
5636,KC1,NO2,2007-08-08,31.0,ug m-3,2007,8
5637,KC1,NO2,2007-09-08,33.3,ug m-3,2007,9
5638,KC1,NO2,2007-10-08,42.5,ug m-3,2007,10
5639,KC1,NO2,2007-11-08,30.7,ug m-3,2007,11
5640,KC1,NO2,2007-12-08,23.8,ug m-3,2007,12
5641,KC1,NO2,2007-08-13,19.0,ug m-3,2007,8
5642,KC1,NO2,2007-08-14,20.4,ug m-3,2007,8
5643,KC1,NO2,2007-08-15,18.7,ug m-3,2007,8
5644,KC1,NO2,2007-08-16,28.1,ug m-3,2007,8
5645,KC1,NO2,2007-08-17,29.3,ug m-3,2007,8
5646,KC1,NO2,2007-08-18,18.5,ug m-3,2007,8
5647,KC1,NO2,2007-08-19,17.7,ug m-3,2007,8
5648,KC1,NO2,2007-08-20,19.8,ug m-3,2007,8
5649,KC1,NO2,2007-08-21,17.2,ug m-3,2007,8
5650,KC1,NO2,2007-08-22,14.4,ug m-3,2007,8
5651,KC1,NO2,2007-08-23,20.7,ug m-3,2007,8
5652,KC1,NO2,2007-08-24,39.4,ug m-3,2007,8
5653,KC1,NO2,2007-08-25,37.1,ug m-3,2007,8
5654,KC1,NO2,2007-08-26,29.3,ug m-3,2007,8
5655,KC1,NO2,2007-08-27,27.5,ug m-3,2007,8
5656,KC1,NO2,2007-08-28,35.9,ug m-3,2007,8
5657,KC1,NO2,2007-08-29,31.7,ug m-3,2007,8
5658,KC1,NO2,2007-08-30,30.3,ug m-3,2007,8
5659,KC1,NO2,2007-08-31,23.7,ug m-3,2007,8
5660,KC1,NO2,2007-01-09,14.6,ug m-3,2007,1
5661,KC1,NO2,2007-02-09,13.3,ug m-3,2007,2
5662,KC1,NO2,2007-03-09,23.2,ug m-3,2007,3
5663,KC1,NO2,2007-04-09,35.4,ug m-3,2007,4
5664,KC1,NO2,2007-05-09,41.8,ug m-3,2007,5
5665,KC1,NO2,2007-06-09,39.0,ug m-3,2007,6
5666,KC1,NO2,2007-07-09,49.0,ug m-3,2007,7
5667,KC1,NO2,2007-08-09,32.8,ug m-3,2007,8
5668,KC1,NO2,2007-09-09,25.4,ug m-3,2007,9
5669,KC1,NO2,2007-10-09,23.3,ug m-3,2007,10
5670,KC1,NO2,2007-11-09,37.7,ug m-3,2007,11
5671,KC1,NO2,2007-12-09,65.0,ug m-3,2007,12
5672,KC1,NO2,2007-09-13,50.9,ug m-3,2007,9
5673,KC1,NO2,2007-09-14,38.4,ug m-3,2007,9
5674,KC1,NO2,2007-09-15,34.2,ug m-3,2007,9
5675,KC1,NO2,2007-09-16,16.4,ug m-3,2007,9
5676,KC1,NO2,2007-09-17,24.3,ug m-3,2007,9
5677,KC1,NO2,2007-09-18,27.7,ug m-3,2007,9
5678,KC1,NO2,2007-09-19,24.7,ug m-3,2007,9
5679,KC1,NO2,2007-09-20,20.6,ug m-3,2007,9
5680,KC1,NO2,2007-09-21,20.4,ug m-3,2007,9
5681,KC1,NO2,2007-09-22,26.2,ug m-3,2007,9
5682,KC1,NO2,2007-09-23,14.1,ug m-3,2007,9
5683,KC1,NO2,2007-09-24,16.2,ug m-3,2007,9
5684,KC1,NO2,2007-09-25,29.6,ug m-3,2007,9
5685,KC1,NO2,2007-09-26,23.9,ug m-3,2007,9
5686,KC1,NO2,2007-09-27,24.7,ug m-3,2007,9
5687,KC1,NO2,2007-09-28,22.4,ug m-3,2007,9
5688,KC1,NO2,2007-09-29,24.8,ug m-3,2007,9
5689,KC1,NO2,2007-09-30,49.2,ug m-3,2007,9
5690,KC1,NO2,2007-01-10,44.4,ug m-3,2007,1
5691,KC1,NO2,2007-02-10,41.2,ug m-3,2007,2
5692,KC1,NO2,2007-03-10,45.8,ug m-3,2007,3
5693,KC1,NO2,2007-04-10,39.5,ug m-3,2007,4
5694,KC1,NO2,2007-05-10,52.6,ug m-3,2007,5
5695,KC1,NO2,2007-06-10,36.4,ug m-3,2007,6
5696,KC1,NO2,2007-07-10,36.1,ug m-3,2007,7
5697,KC1,NO2,2007-08-10,58.6,ug m-3,2007,8
5698,KC1,NO2,2007-09-10,57.9,ug m-3,2007,9
5699,KC1,NO2,2007-10-10,42.0,ug m-3,2007,10
5700,KC1,NO2,2007-11-10,63.2,ug m-3,2007,11
5701,KC1,NO2,2007-12-10,44.5,ug m-3,2007,12
5702,KC1,NO2,2007-10-13,47.2,ug m-3,2007,10
5703,KC1,NO2,2007-10-14,47.4,ug m-3,2007,10
5704,KC1,NO2,2007-10-15,39.0,ug m-3,2007,10
5705,KC1,NO2,2007-10-16,26.6,ug m-3,2007,10
5706,KC1,NO2,2007-10-17,29.1,ug m-3,2007,10
5707,KC1,NO2,2007-10-18,57.4,ug m-3,2007,10
5708,KC1,NO2,2007-10-19,79.7,ug m-3,2007,10
5709,KC1,NO2,2007-10-20,63.2,ug m-3,2007,10
5710,KC1,NO2,2007-10-21,67.7,ug m-3,2007,10
5711,KC1,NO2,2007-10-22,71.4,ug m-3,2007,10
5712,KC1,NO2,2007-10-23,56.0,ug m-3,2007,10
5713,KC1,NO2,2007-10-24,40.1,ug m-3,2007,10
5714,KC1,NO2,2007-10-25,44.0,ug m-3,2007,10
5715,KC1,NO2,2007-10-26,52.1,ug m-3,2007,10
5716,KC1,NO2,2007-10-27,31.2,ug m-3,2007,10
5719,KC1,NO2,2007-10-30,58.5,ug m-3,2007,10
5720,KC1,NO2,2007-10-31,58.5,ug m-3,2007,10
5721,KC1,NO2,2007-01-11,50.2,ug m-3,2007,1
5722,KC1,NO2,2007-02-11,62.0,ug m-3,2007,2
5723,KC1,NO2,2007-03-11,44.8,ug m-3,2007,3
5724,KC1,NO2,2007-04-11,59.0,ug m-3,2007,4
5725,KC1,NO2,2007-05-11,65.3,ug m-3,2007,5
5726,KC1,NO2,2007-06-11,55.7,ug m-3,2007,6
5727,KC1,NO2,2007-07-11,49.5,ug m-3,2007,7
5728,KC1,NO2,2007-08-11,39.5,ug m-3,2007,8
5729,KC1,NO2,2007-09-11,36.6,ug m-3,2007,9
5730,KC1,NO2,2007-10-11,27.1,ug m-3,2007,10
5731,KC1,NO2,2007-11-11,28.2,ug m-3,2007,11
5732,KC1,NO2,2007-12-11,59.6,ug m-3,2007,12
5733,KC1,NO2,2007-11-13,46.9,ug m-3,2007,11
5734,KC1,NO2,2007-11-14,46.5,ug m-3,2007,11
5735,KC1,NO2,2007-11-15,84.3,ug m-3,2007,11
5736,KC1,NO2,2007-11-16,126.0,ug m-3,2007,11
5737,KC1,NO2,2007-11-17,79.7,ug m-3,2007,11
5738,KC1,NO2,2007-11-18,27.1,ug m-3,2007,11
5739,KC1,NO2,2007-11-19,51.2,ug m-3,2007,11
5740,KC1,NO2,2007-11-20,67.7,ug m-3,2007,11
5741,KC1,NO2,2007-11-21,55.1,ug m-3,2007,11
5742,KC1,NO2,2007-11-22,42.9,ug m-3,2007,11
5743,KC1,NO2,2007-11-23,40.0,ug m-3,2007,11
5744,KC1,NO2,2007-11-24,53.0,ug m-3,2007,11
5745,KC1,NO2,2007-11-25,25.1,ug m-3,2007,11
5746,KC1,NO2,2007-11-26,56.3,ug m-3,2007,11
5747,KC1,NO2,2007-11-27,56.4,ug m-3,2007,11
5748,KC1,NO2,2007-11-28,44.0,ug m-3,2007,11
5749,KC1,NO2,2007-11-29,55.4,ug m-3,2007,11
5750,KC1,NO2,2007-11-30,33.3,ug m-3,2007,11
5751,KC1,NO2,2007-01-12,17.5,ug m-3,2007,1
5752,KC1,NO2,2007-02-12,14.6,ug m-3,2007,2
5753,KC1,NO2,2007-03-12,33.4,ug m-3,2007,3
5754,KC1,NO2,2007-04-12,41.1,ug m-3,2007,4
5755,KC1,NO2,2007-05-12,22.8,ug m-3,2007,5
5756,KC1,NO2,2007-06-12,26.8,ug m-3,2007,6
5757,KC1,NO2,2007-07-12,23.4,ug m-3,2007,7
5758,KC1,NO2,2007-08-12,32.8,ug m-3,2007,8
5759,KC1,NO2,2007-09-12,19.4,ug m-3,2007,9
5760,KC1,NO2,2007-10-12,25.7,ug m-3,2007,10
5761,KC1,NO2,2007-11-12,108.8,ug m-3,2007,11
5762,KC1,NO2,2007-12-12,193.2,ug m-3,2007,12
5763,KC1,NO2,2007-12-13,125.2,ug m-3,2007,12
5764,KC1,NO2,2007-12-14,59.2,ug m-3,2007,12
5765,KC1,NO2,2007-12-15,50.3,ug m-3,2007,12
5766,KC1,NO2,2007-12-16,43.7,ug m-3,2007,12
5767,KC1,NO2,2007-12-17,36.9,ug m-3,2007,12
5768,KC1,NO2,2007-12-18,44.2,ug m-3,2007,12
5769,KC1,NO2,2007-12-19,64.2,ug m-3,2007,12
5770,KC1,NO2,2007-12-20,84.4,ug m-3,2007,12
5771,KC1,NO2,2007-12-21,96.3,ug m-3,2007,12
5772,KC1,NO2,2007-12-22,117.3,ug m-3,2007,12
5773,KC1,NO2,2007-12-23,65.9,ug m-3,2007,12
5774,KC1,NO2,2007-12-24,33.8,ug m-3,2007,12
5775,KC1,NO2,2007-12-25,24.9,ug m-3,2007,12
5776,KC1,NO2,2007-12-26,37.3,ug m-3,2007,12
5777,KC1,NO2,2007-12-27,20.1,ug m-3,2007,12
5778,KC1,NO2,2007-12-28,10.1,ug m-3,2007,12
5779,KC1,NO2,2007-12-29,13.5,ug m-3,2007,12
5780,KC1,NO2,2007-12-30,46.7,ug m-3,2007,12
5781,KC1,NO2,2007-12-31,59.7,ug m-3,2007,12
10469,HK6,NO2,2007-01-01,50.3,ug m-3,2007,1
10470,HK6,NO2,2007-02-01,71.7,ug m-3,2007,2
10471,HK6,NO2,2007-03-01,60.0,ug m-3,2007,3
10472,HK6,NO2,2007-04-01,74.6,ug m-3,2007,4
10473,HK6,NO2,2007-05-01,76.2,ug m-3,2007,5
10474,HK6,NO2,2007-06-01,77.6,ug m-3,2007,6
10475,HK6,NO2,2007-07-01,34.8,ug m-3,2007,7
10476,HK6,NO2,2007-08-01,58.4,ug m-3,2007,8
10477,HK6,NO2,2007-09-01,42.1,ug m-3,2007,9
10486,HK6,NO2,2007-01-18,57.6,ug m-3,2007,1
10487,HK6,NO2,2007-01-19,70.6,ug m-3,2007,1
10488,HK6,NO2,2007-01-20,47.1,ug m-3,2007,1
10489,HK6,NO2,2007-01-21,47.3,ug m-3,2007,1
10490,HK6,NO2,2007-01-22,55.1,ug m-3,2007,1
10491,HK6,NO2,2007-01-23,51.8,ug m-3,2007,1
10492,HK6,NO2,2007-01-24,78.0,ug m-3,2007,1
10493,HK6,NO2,2007-01-25,76.0,ug m-3,2007,1
10494,HK6,NO2,2007-01-26,112.5,ug m-3,2007,1
10495,HK6,NO2,2007-01-27,98.2,ug m-3,2007,1
10496,HK6,NO2,2007-01-28,78.8,ug m-3,2007,1
10497,HK6,NO2,2007-01-29,76.2,ug m-3,2007,1
10498,HK6,NO2,2007-01-30,99.1,ug m-3,2007,1
10499,HK6,NO2,2007-01-31,101.6,ug m-3,2007,1
10500,HK6,NO2,2007-01-02,118.9,ug m-3,2007,1
10501,HK6,NO2,2007-02-02,78.8,ug m-3,2007,2
10502,HK6,NO2,2007-03-02,93.7,ug m-3,2007,3
10503,HK6,NO2,2007-04-02,76.0,ug m-3,2007,4
10504,HK6,NO2,2007-05-02,71.8,ug m-3,2007,5
10505,HK6,NO2,2007-06-02,96.6,ug m-3,2007,6
10506,HK6,NO2,2007-07-02,132.89999,ug m-3,2007,7
10507,HK6,NO2,2007-08-02,88.3,ug m-3,2007,8
10508,HK6,NO2,2007-09-02,79.9,ug m-3,2007,9
10509,HK6,NO2,2007-10-02,75.4,ug m-3,2007,10
10510,HK6,NO2,2007-11-02,54.3,ug m-3,2007,11
10512,HK6,NO2,2007-02-13,76.8,ug m-3,2007,2
10513,HK6,NO2,2007-02-14,89.2,ug m-3,2007,2
10514,HK6,NO2,2007-02-15,75.6,ug m-3,2007,2
10515,HK6,NO2,2007-02-16,84.4,ug m-3,2007,2
10516,HK6,NO2,2007-02-17,62.3,ug m-3,2007,2
10517,HK6,NO2,2007-02-18,48.5,ug m-3,2007,2
10518,HK6,NO2,2007-02-19,61.3,ug m-3,2007,2
10519,HK6,NO2,2007-02-20,70.7,ug m-3,2007,2
10520,HK6,NO2,2007-02-21,83.3,ug m-3,2007,2
10521,HK6,NO2,2007-02-22,73.1,ug m-3,2007,2
10522,HK6,NO2,2007-02-23,69.9,ug m-3,2007,2
10523,HK6,NO2,2007-02-24,70.5,ug m-3,2007,2
10524,HK6,NO2,2007-02-25,67.0,ug m-3,2007,2
10525,HK6,NO2,2007-02-26,77.1,ug m-3,2007,2
10526,HK6,NO2,2007-02-27,77.1,ug m-3,2007,2
10527,HK6,NO2,2007-02-28,59.6,ug m-3,2007,2
10528,HK6,NO2,2007-01-03,76.2,ug m-3,2007,1
10529,HK6,NO2,2007-02-03,74.5,ug m-3,2007,2
10530,HK6,NO2,2007-03-03,73.8,ug m-3,2007,3
10531,HK6,NO2,2007-04-03,55.4,ug m-3,2007,4
10532,HK6,NO2,2007-05-03,48.7,ug m-3,2007,5
10533,HK6,NO2,2007-06-03,63.6,ug m-3,2007,6
10534,HK6,NO2,2007-07-03,92.7,ug m-3,2007,7
10535,HK6,NO2,2007-08-03,97.7,ug m-3,2007,8
10536,HK6,NO2,2007-09-03,82.0,ug m-3,2007,9
10537,HK6,NO2,2007-10-03,69.6,ug m-3,2007,10
10538,HK6,NO2,2007-11-03,55.5,ug m-3,2007,11
10539,HK6,NO2,2007-12-03,87.8,ug m-3,2007,12
10540,HK6,NO2,2007-03-13,84.7,ug m-3,2007,3
10541,HK6,NO2,2007-03-14,127.8,ug m-3,2007,3
10542,HK6,NO2,2007-03-15,100.7,ug m-3,2007,3
10543,HK6,NO2,2007-03-16,85.9,ug m-3,2007,3
10544,HK6,NO2,2007-03-17,63.7,ug m-3,2007,3
10545,HK6,NO2,2007-03-18,41.8,ug m-3,2007,3
10546,HK6,NO2,2007-03-19,54.0,ug m-3,2007,3
10547,HK6,NO2,2007-03-20,34.0,ug m-3,2007,3
10548,HK6,NO2,2007-03-21,53.3,ug m-3,2007,3
10549,HK6,NO2,2007-03-22,100.4,ug m-3,2007,3
10550,HK6,NO2,2007-03-23,45.0,ug m-3,2007,3
10551,HK6,NO2,2007-03-24,37.8,ug m-3,2007,3
10552,HK6,NO2,2007-03-25,49.0,ug m-3,2007,3
10553,HK6,NO2,2007-03-26,84.1,ug m-3,2007,3
10554,HK6,NO2,2007-03-27,106.1,ug m-3,2007,3
10555,HK6,NO2,2007-03-28,99.3,ug m-3,2007,3
10556,HK6,NO2,2007-03-29,95.6,ug m-3,2007,3
10557,HK6,NO2,2007-03-30,74.7,ug m-3,2007,3
10558,HK6,NO2,2007-03-31,41.3,ug m-3,2007,3
10559,HK6,NO2,2007-01-04,47.1,ug m-3,2007,1
10560,HK6,NO2,2007-02-04,68.8,ug m-3,2007,2
10561,HK6,NO2,2007-03-04,43.8,ug m-3,2007,3
10562,HK6,NO2,2007-04-04,71.7,ug m-3,2007,4
10563,HK6,NO2,2007-05-04,120.6,ug m-3,2007,5
10564,HK6,NO2,2007-06-04,64.7,ug m-3,2007,6
10565,HK6,NO2,2007-07-04,74.8,ug m-3,2007,7
10566,HK6,NO2,2007-08-04,93.1,ug m-3,2007,8
10567,HK6,NO2,2007-09-04,76.5,ug m-3,2007,9
10568,HK6,NO2,2007-10-04,90.7,ug m-3,2007,10
10569,HK6,NO2,2007-11-04,105.1,ug m-3,2007,11
10570,HK6,NO2,2007-12-04,88.5,ug m-3,2007,12
10571,HK6,NO2,2007-04-13,63.2,ug m-3,2007,4
10572,HK6,NO2,2007-04-14,68.8,ug m-3,2007,4
10573,HK6,NO2,2007-04-15,74.0,ug m-3,2007,4
10574,HK6,NO2,2007-04-16,74.4,ug m-3,2007,4
10575,HK6,NO2,2007-04-17,52.6,ug m-3,2007,4
10576,HK6,NO2,2007-04-18,76.8,ug m-3,2007,4
10577,HK6,NO2,2007-04-19,96.6,ug m-3,2007,4
10578,HK6,NO2,2007-04-20,72.3,ug m-3,2007,4
10579,HK6,NO2,2007-04-21,71.1,ug m-3,2007,4
10580,HK6,NO2,2007-04-22,89.5,ug m-3,2007,4
10581,HK6,NO2,2007-04-23,77.2,ug m-3,2007,4
10582,HK6,NO2,2007-04-24,85.3,ug m-3,2007,4
10583,HK6,NO2,2007-04-25,87.0,ug m-3,2007,4
10584,HK6,NO2,2007-04-26,46.9,ug m-3,2007,4
10585,HK6,NO2,2007-04-27,45.4,ug m-3,2007,4
10586,HK6,NO2,2007-04-28,48.7,ug m-3,2007,4
10587,HK6,NO2,2007-04-29,46.4,ug m-3,2007,4
10588,HK6,NO2,2007-04-30,67.9,ug m-3,2007,4
10589,HK6,NO2,2007-01-05,74.0,ug m-3,2007,1
10590,HK6,NO2,2007-02-05,61.2,ug m-3,2007,2
10591,HK6,NO2,2007-03-05,41.1,ug m-3,2007,3
10592,HK6,NO2,2007-04-05,39.3,ug m-3,2007,4
10593,HK6,NO2,2007-05-05,50.6,ug m-3,2007,5
10594,HK6,NO2,2007-06-05,58.2,ug m-3,2007,6
10595,HK6,NO2,2007-07-05,38.6,ug m-3,2007,7
10596,HK6,NO2,2007-08-05,62.7,ug m-3,2007,8
10597,HK6,NO2,2007-09-05,65.4,ug m-3,2007,9
10598,HK6,NO2,2007-10-05,59.7,ug m-3,2007,10
10599,HK6,NO2,2007-11-05,63.4,ug m-3,2007,11
10600,HK6,NO2,2007-12-05,50.9,ug m-3,2007,12
10601,HK6,NO2,2007-05-13,50.9,ug m-3,2007,5
10602,HK6,NO2,2007-05-14,60.4,ug m-3,2007,5
10603,HK6,NO2,2007-05-15,75.0,ug m-3,2007,5
10604,HK6,NO2,2007-05-16,76.7,ug m-3,2007,5
10605,HK6,NO2,2007-05-17,59.8,ug m-3,2007,5
10606,HK6,NO2,2007-05-18,58.1,ug m-3,2007,5
10607,HK6,NO2,2007-05-19,52.6,ug m-3,2007,5
10608,HK6,NO2,2007-05-20,57.4,ug m-3,2007,5
